,country,date,annualCPI,annualPS,cid
11049,EM,2011-10-29,8.086484,8.593133,EM
11050,EM,2011-10-30,8.086484,8.578546,EM
11051,EM,2011-10-31,8.086484,8.564711,EM
11052,EM,2011-11-01,8.009236,8.550867,EM
11053,EM,2011-11-02,8.009236,8.536439,EM
11054,EM,2011-11-03,8.009236,8.522796,EM
11055,EM,2011-11-04,8.009236,8.507507,EM
11056,EM,2011-11-05,8.009236,8.491971,EM
11057,EM,2011-11-06,8.009236,8.474377,EM
11058,EM,2011-11-07,8.009236,8.454847,EM
11059,EM,2011-11-08,8.009236,8.433683,EM
11060,EM,2011-11-09,8.009236,8.411687,EM
11061,EM,2011-11-10,8.009236,8.388514,EM
11062,EM,2011-11-11,8.009236,8.363408,EM
11063,EM,2011-11-12,8.009236,8.340121,EM
11064,EM,2011-11-13,8.009236,8.317987,EM
11065,EM,2011-11-14,8.009236,8.297215,EM
11066,EM,2011-11-15,8.009236,8.277705,EM
11067,EM,2011-11-16,8.009236,8.257782,EM
11068,EM,2011-11-17,8.009236,8.2395,EM
11069,EM,2011-11-18,8.009236,8.216464,EM
11070,EM,2011-11-19,8.009236,8.195321,EM
11071,EM,2011-11-20,8.009236,8.1777725,EM
11072,EM,2011-11-21,8.009236,8.161956,EM
11073,EM,2011-11-22,8.009236,8.146354,EM
11074,EM,2011-11-23,8.009236,8.132815,EM
11075,EM,2011-11-24,8.009236,8.124646,EM
11076,EM,2011-11-25,8.009236,8.1106615,EM
11077,EM,2011-11-26,8.009236,8.096298,EM
11078,EM,2011-11-27,8.009236,8.083926,EM
11079,EM,2011-11-28,8.009236,8.066688,EM
11080,EM,2011-11-29,8.009236,8.052528,EM
11081,EM,2011-11-30,8.009236,8.037905,EM
11082,EM,2011-12-01,7.8090525,8.021354,EM
11083,EM,2011-12-02,7.8090525,8.003479,EM
11084,EM,2011-12-03,7.8090525,7.9879017,EM
11085,EM,2011-12-04,7.8090525,7.9764833,EM
11086,EM,2011-12-05,7.8090525,7.9662848,EM
11087,EM,2011-12-06,7.8090525,7.949689,EM
11088,EM,2011-12-07,7.8090525,7.9322476,EM
11089,EM,2011-12-08,7.8090525,7.9194283,EM
11090,EM,2011-12-09,7.8090525,7.901943,EM
11091,EM,2011-12-10,7.8090525,7.886232,EM
11092,EM,2011-12-11,7.8090525,7.872902,EM
11093,EM,2011-12-12,7.8090525,7.8584943,EM
11094,EM,2011-12-13,7.8090525,7.847528,EM
11095,EM,2011-12-14,7.8090525,7.8355784,EM
11096,EM,2011-12-15,7.8090525,7.8213525,EM
11097,EM,2011-12-16,7.8090525,7.8039837,EM
11098,EM,2011-12-17,7.8090525,7.788571,EM
11099,EM,2011-12-18,7.8090525,7.7766957,EM
11100,EM,2011-12-19,7.8090525,7.7644215,EM
11101,EM,2011-12-20,7.8090525,7.750578,EM
11102,EM,2011-12-21,7.8090525,7.736981,EM
11103,EM,2011-12-22,7.8090525,7.728722,EM
11104,EM,2011-12-23,7.8090525,7.7194147,EM
11105,EM,2011-12-24,7.8090525,7.707184,EM
11106,EM,2011-12-25,7.8090525,7.6923866,EM
11107,EM,2011-12-26,7.8090525,7.6761427,EM
11108,EM,2011-12-27,7.8090525,7.660394,EM
11109,EM,2011-12-28,7.8090525,7.648887,EM
11110,EM,2011-12-29,7.8090525,7.6352234,EM
11111,EM,2011-12-30,7.8090525,7.6215343,EM
11112,EM,2011-12-31,7.8090525,7.608122,EM
11113,EM,2012-01-01,7.5450654,7.596843,EM
11114,EM,2012-01-02,7.5450654,7.5778832,EM
11115,EM,2012-01-03,7.5450654,7.557573,EM
11116,EM,2012-01-04,7.5450654,7.536067,EM
11117,EM,2012-01-05,7.5450654,7.5212812,EM
11118,EM,2012-01-06,7.5450654,7.5066495,EM
11119,EM,2012-01-07,7.5450654,7.491792,EM
11120,EM,2012-01-08,7.5450654,7.4830523,EM
11121,EM,2012-01-09,7.5450654,7.4733357,EM
11122,EM,2012-01-10,7.5450654,7.460365,EM
11123,EM,2012-01-11,7.5450654,7.4471045,EM
11124,EM,2012-01-12,7.5450654,7.4324875,EM
11125,EM,2012-01-13,7.5450654,7.4164586,EM
11126,EM,2012-01-14,7.5450654,7.402553,EM
11127,EM,2012-01-15,7.5450654,7.3928585,EM
11128,EM,2012-01-16,7.5450654,7.3782716,EM
11129,EM,2012-01-17,7.5450654,7.365599,EM
11130,EM,2012-01-18,7.5450654,7.3534255,EM
11131,EM,2012-01-19,7.5450654,7.344147,EM
11132,EM,2012-01-20,7.5450654,7.334285,EM
11133,EM,2012-01-21,7.5450654,7.3230777,EM
11134,EM,2012-01-22,7.5450654,7.310598,EM
11135,EM,2012-01-23,7.5450654,7.2974625,EM
11136,EM,2012-01-24,7.5450654,7.2881827,EM
11137,EM,2012-01-25,7.5450654,7.2793703,EM
11138,EM,2012-01-26,7.5450654,7.2709494,EM
11139,EM,2012-01-27,7.5450654,7.256118,EM
11140,EM,2012-01-28,7.5450654,7.2421556,EM
11141,EM,2012-01-29,7.5450654,7.2305202,EM
11142,EM,2012-01-30,7.5450654,7.222021,EM
11143,EM,2012-01-31,7.5450654,7.21188,EM
11144,EM,2012-02-01,6.7326064,7.201959,EM
11145,EM,2012-02-02,6.7326064,7.1902885,EM
11146,EM,2012-02-03,6.7326064,7.170256,EM
11147,EM,2012-02-04,6.7326064,7.153649,EM
11148,EM,2012-02-05,6.7326064,7.138926,EM
11149,EM,2012-02-06,6.7326064,7.119513,EM
11150,EM,2012-02-07,6.7326064,7.1036386,EM
11151,EM,2012-02-08,6.7326064,7.085702,EM
11152,EM,2012-02-09,6.7326064,7.070286,EM
11153,EM,2012-02-10,6.7326064,7.047229,EM
11154,EM,2012-02-11,6.7326064,7.023619,EM
11155,EM,2012-02-12,6.7326064,7.002571,EM
11156,EM,2012-02-13,6.7326064,6.982022,EM
11157,EM,2012-02-14,6.7326064,6.9624333,EM
11158,EM,2012-02-15,6.7326064,6.94562,EM
11159,EM,2012-02-16,6.7326064,6.9262733,EM
11160,EM,2012-02-17,6.7326064,6.9023957,EM
11161,EM,2012-02-18,6.7326064,6.8784704,EM
11162,EM,2012-02-19,6.7326064,6.855535,EM
11163,EM,2012-02-20,6.7326064,6.831799,EM
11164,EM,2012-02-21,6.7326064,6.8102593,EM
11165,EM,2012-02-22,6.7326064,6.7880235,EM
11166,EM,2012-02-23,6.7326064,6.76608,EM
11167,EM,2012-02-24,6.7326064,6.739545,EM
11168,EM,2012-02-25,6.7326064,6.712771,EM
11169,EM,2012-02-26,6.7326064,6.6920843,EM
11170,EM,2012-02-27,6.7326064,6.6708555,EM
11171,EM,2012-02-28,6.7326064,6.6470795,EM
11172,EM,2012-02-29,6.7326064,6.621595,EM
11173,EM,2012-03-01,6.4200664,6.597846,EM
11174,EM,2012-03-02,6.4200664,6.575223,EM
11175,EM,2012-03-03,6.4200664,6.5512066,EM
11176,EM,2012-03-04,6.4200664,6.537451,EM
11177,EM,2012-03-05,6.4200664,6.5205994,EM
11178,EM,2012-03-06,6.4200664,6.505959,EM
11179,EM,2012-03-07,6.4200664,6.493235,EM
11180,EM,2012-03-08,6.4200664,6.4762664,EM
11181,EM,2012-03-09,6.4200664,6.4562206,EM
11182,EM,2012-03-10,6.4200664,6.439612,EM
11183,EM,2012-03-11,6.4200664,6.4265966,EM
11184,EM,2012-03-12,6.4200664,6.4126897,EM
11185,EM,2012-03-13,6.4200664,6.400168,EM
11186,EM,2012-03-14,6.4200664,6.3837504,EM
11187,EM,2012-03-15,6.4200664,6.3662314,EM
11188,EM,2012-03-16,6.4200664,6.3461657,EM
11189,EM,2012-03-17,6.4200664,6.327981,EM
11190,EM,2012-03-18,6.4200664,6.3150573,EM
11191,EM,2012-03-19,6.4200664,6.3004065,EM
11192,EM,2012-03-20,6.4200664,6.288315,EM
11193,EM,2012-03-21,6.4200664,6.2764807,EM
11194,EM,2012-03-22,6.4200664,6.2641845,EM
11195,EM,2012-03-23,6.4200664,6.252514,EM
11196,EM,2012-03-24,6.4200664,6.241756,EM
11197,EM,2012-03-25,6.4200664,6.236296,EM
11198,EM,2012-03-26,6.4200664,6.229232,EM
11199,EM,2012-03-27,6.4200664,6.2241664,EM
11200,EM,2012-03-28,6.4200664,6.2170672,EM
11201,EM,2012-03-29,6.4200664,6.2090144,EM
11202,EM,2012-03-30,6.4200664,6.2033916,EM
11203,EM,2012-03-31,6.4200664,6.2000136,EM
11204,EM,2012-04-01,6.10637,6.1996226,EM
11205,EM,2012-04-02,6.10637,6.200345,EM
11206,EM,2012-04-03,6.10637,6.199452,EM
11207,EM,2012-04-04,6.10637,6.1979346,EM
11208,EM,2012-04-05,6.10637,6.1941924,EM
11209,EM,2012-04-06,6.10637,6.191516,EM
11210,EM,2012-04-07,6.10637,6.1890783,EM
11211,EM,2012-04-08,6.10637,6.1926394,EM
11212,EM,2012-04-09,6.10637,6.191722,EM
11213,EM,2012-04-10,6.10637,6.1966834,EM
11214,EM,2012-04-11,6.10637,6.202033,EM
11215,EM,2012-04-12,6.10637,6.2053957,EM
11216,EM,2012-04-13,6.10637,6.2096634,EM
11217,EM,2012-04-14,6.10637,6.2174993,EM
11218,EM,2012-04-15,6.10637,6.22644,EM
11219,EM,2012-04-16,6.10637,6.233772,EM
11220,EM,2012-04-17,6.10637,6.2415886,EM
11221,EM,2012-04-18,6.10637,6.249686,EM
11222,EM,2012-04-19,6.10637,6.2570643,EM
11223,EM,2012-04-20,6.10637,6.262906,EM
11224,EM,2012-04-21,6.10637,6.2704005,EM
11225,EM,2012-04-22,6.10637,6.2788897,EM
11226,EM,2012-04-23,6.10637,6.2850647,EM
11227,EM,2012-04-24,6.10637,6.2906013,EM
11228,EM,2012-04-25,6.10637,6.296483,EM
11229,EM,2012-04-26,6.10637,6.2994504,EM
11230,EM,2012-04-27,6.10637,6.3021283,EM
11231,EM,2012-04-28,6.10637,6.3079476,EM
11232,EM,2012-04-29,6.10637,6.3109713,EM
11233,EM,2012-04-30,6.10637,6.310871,EM
11234,EM,2012-05-01,5.9698653,6.3109093,EM
11235,EM,2012-05-02,5.9698653,6.3111205,EM
11236,EM,2012-05-03,5.9698653,6.3108535,EM
11237,EM,2012-05-04,5.9698653,6.309269,EM
11238,EM,2012-05-05,5.9698653,6.310952,EM
11239,EM,2012-05-06,5.9698653,6.31293,EM
11240,EM,2012-05-07,5.9698653,6.31382,EM
11241,EM,2012-05-08,5.9698653,6.311714,EM
11242,EM,2012-05-09,5.9698653,6.3087764,EM
11243,EM,2012-05-10,5.9698653,6.30201,EM
11244,EM,2012-05-11,5.9698653,6.2909856,EM
11245,EM,2012-05-12,5.9698653,6.283048,EM
11246,EM,2012-05-13,5.9698653,6.2769938,EM
11247,EM,2012-05-14,5.9698653,6.269618,EM
11248,EM,2012-05-15,5.9698653,6.2661414,EM
11249,EM,2012-05-16,5.9698653,6.263177,EM
11250,EM,2012-05-17,5.9698653,6.260252,EM
11251,EM,2012-05-18,5.9698653,6.2558703,EM
11252,EM,2012-05-19,5.9698653,6.2531657,EM
11253,EM,2012-05-20,5.9698653,6.2524033,EM
11254,EM,2012-05-21,5.9698653,6.2493844,EM
11255,EM,2012-05-22,5.9698653,6.2471066,EM
11256,EM,2012-05-23,5.9698653,6.2442203,EM
11257,EM,2012-05-24,5.9698653,6.2434244,EM
11258,EM,2012-05-25,5.9698653,6.240293,EM
11259,EM,2012-05-26,5.9698653,6.2398286,EM
11260,EM,2012-05-27,5.9698653,6.240321,EM
11261,EM,2012-05-28,5.9698653,6.2396197,EM
11262,EM,2012-05-29,5.9698653,6.241329,EM
11263,EM,2012-05-30,5.9698653,6.2423882,EM
11264,EM,2012-05-31,5.9698653,6.2405715,EM
11265,EM,2012-06-01,5.8341365,6.2374053,EM
11266,EM,2012-06-02,5.8341365,6.2369294,EM
11267,EM,2012-06-03,5.8341365,6.239895,EM
11268,EM,2012-06-04,5.8341365,6.239552,EM
11269,EM,2012-06-05,5.8341365,6.238993,EM
11270,EM,2012-06-06,5.8341365,6.2400374,EM
11271,EM,2012-06-07,5.8341365,6.241794,EM
11272,EM,2012-06-08,5.8341365,6.2430205,EM
11273,EM,2012-06-09,5.8341365,6.2493243,EM
11274,EM,2012-06-10,5.8341365,6.2569957,EM
11275,EM,2012-06-11,5.8341365,6.2614713,EM
11276,EM,2012-06-12,5.8341365,6.2659645,EM
11277,EM,2012-06-13,5.8341365,6.2684283,EM
11278,EM,2012-06-14,5.8341365,6.268326,EM
11279,EM,2012-06-15,5.8341365,6.2659693,EM
11280,EM,2012-06-16,5.8341365,6.265316,EM
11281,EM,2012-06-17,5.8341365,6.2663164,EM
11282,EM,2012-06-18,5.8341365,6.2644873,EM
11283,EM,2012-06-19,5.8341365,6.2607775,EM
11284,EM,2012-06-20,5.8341365,6.259614,EM
11285,EM,2012-06-21,5.8341365,6.25716,EM
11286,EM,2012-06-22,5.8341365,6.254856,EM
11287,EM,2012-06-23,5.8341365,6.25367,EM
11288,EM,2012-06-24,5.8341365,6.2576914,EM
11289,EM,2012-06-25,5.8341365,6.260156,EM
11290,EM,2012-06-26,5.8341365,6.2623777,EM
11291,EM,2012-06-27,5.8341365,6.264609,EM
11292,EM,2012-06-28,5.8341365,6.267648,EM
11293,EM,2012-06-29,5.8341365,6.273196,EM
11294,EM,2012-06-30,5.8341365,6.281554,EM
11295,EM,2012-07-01,5.9046535,6.2932115,EM
11296,EM,2012-07-02,5.9046535,6.3025727,EM
11297,EM,2012-07-03,5.9046535,6.310851,EM
11298,EM,2012-07-04,5.9046535,6.318902,EM
11299,EM,2012-07-05,5.9046535,6.325825,EM
11300,EM,2012-07-06,5.9046535,6.3275075,EM
11301,EM,2012-07-07,5.9046535,6.335785,EM
11302,EM,2012-07-08,5.9046535,6.3444943,EM
11303,EM,2012-07-09,5.9046535,6.3490543,EM
11304,EM,2012-07-10,5.9046535,6.3564577,EM
11305,EM,2012-07-11,5.9046535,6.364478,EM
11306,EM,2012-07-12,5.9046535,6.3716774,EM
11307,EM,2012-07-13,5.9046535,6.3848677,EM
11308,EM,2012-07-14,5.9046535,6.393217,EM
11309,EM,2012-07-15,5.9046535,6.4024324,EM
11310,EM,2012-07-16,5.9046535,6.4093027,EM
11311,EM,2012-07-17,5.9046535,6.4144692,EM
11312,EM,2012-07-18,5.9046535,6.418138,EM
11313,EM,2012-07-19,5.9046535,6.425102,EM
11314,EM,2012-07-20,5.9046535,6.428565,EM
11315,EM,2012-07-21,5.9046535,6.4337745,EM
11316,EM,2012-07-22,5.9046535,6.441147,EM
11317,EM,2012-07-23,5.9046535,6.4452286,EM
11318,EM,2012-07-24,5.9046535,6.4474044,EM
11319,EM,2012-07-25,5.9046535,6.445642,EM
11320,EM,2012-07-26,5.9046535,6.4458346,EM
11321,EM,2012-07-27,5.9046535,6.44667,EM
11322,EM,2012-07-28,5.9046535,6.4512997,EM
11323,EM,2012-07-29,5.9046535,6.455396,EM
11324,EM,2012-07-30,5.9046535,6.459233,EM
11325,EM,2012-07-31,5.9046535,6.456399,EM
11326,EM,2012-08-01,6.2350764,6.455819,EM
11327,EM,2012-08-02,6.2350764,6.453406,EM
11328,EM,2012-08-03,6.2350764,6.4488044,EM
11329,EM,2012-08-04,6.2350764,6.4480143,EM
11330,EM,2012-08-05,6.2350764,6.450808,EM
11331,EM,2012-08-06,6.2350764,6.4492188,EM
11332,EM,2012-08-07,6.2350764,6.4483304,EM
11333,EM,2012-08-08,6.2350764,6.447409,EM
11334,EM,2012-08-09,6.2350764,6.445201,EM
11335,EM,2012-08-10,6.2350764,6.440473,EM
11336,EM,2012-08-11,6.2350764,6.4398155,EM
11337,EM,2012-08-12,6.2350764,6.433103,EM
11338,EM,2012-08-13,6.2350764,6.430843,EM
11339,EM,2012-08-14,6.2350764,6.427682,EM
11340,EM,2012-08-15,6.2350764,6.4220047,EM
11341,EM,2012-08-16,6.2350764,6.417067,EM
11342,EM,2012-08-17,6.2350764,6.409414,EM
11343,EM,2012-08-18,6.2350764,6.403676,EM
11344,EM,2012-08-19,6.2350764,6.3995175,EM
11345,EM,2012-08-20,6.2350764,6.393446,EM
11346,EM,2012-08-21,6.2350764,6.386406,EM
11347,EM,2012-08-22,6.2350764,6.381654,EM
11348,EM,2012-08-23,6.2350764,6.3763723,EM
11349,EM,2012-08-24,6.2350764,6.3722563,EM
11350,EM,2012-08-25,6.2350764,6.3694444,EM
11351,EM,2012-08-26,6.2350764,6.3657217,EM
11352,EM,2012-08-27,6.2350764,6.358141,EM
11353,EM,2012-08-28,6.2350764,6.3481236,EM
11354,EM,2012-08-29,6.2350764,6.337317,EM
11355,EM,2012-08-30,6.2350764,6.331956,EM
11356,EM,2012-08-31,6.2350764,6.3236585,EM
11357,EM,2012-09-01,6.310148,6.3176975,EM
11358,EM,2012-09-02,6.310148,6.31447,EM
11359,EM,2012-09-03,6.310148,6.307739,EM
11360,EM,2012-09-04,6.310148,6.300182,EM
11361,EM,2012-09-05,6.310148,6.292163,EM
11362,EM,2012-09-06,6.310148,6.2852964,EM
11363,EM,2012-09-07,6.310148,6.277556,EM
11364,EM,2012-09-08,6.310148,6.270874,EM
11365,EM,2012-09-09,6.310148,6.266044,EM
11366,EM,2012-09-10,6.310148,6.257962,EM
11367,EM,2012-09-11,6.310148,6.2510347,EM
11368,EM,2012-09-12,6.310148,6.2459106,EM
11369,EM,2012-09-13,6.310148,6.2433224,EM
11370,EM,2012-09-14,6.310148,6.242138,EM
11371,EM,2012-09-15,6.310148,6.2433567,EM
11372,EM,2012-09-16,6.310148,6.2483335,EM
11373,EM,2012-09-17,6.310148,6.2502003,EM
11374,EM,2012-09-18,6.310148,6.2530637,EM
11375,EM,2012-09-19,6.310148,6.2560215,EM
11376,EM,2012-09-20,6.310148,6.2597256,EM
11377,EM,2012-09-21,6.310148,6.262955,EM
11378,EM,2012-09-22,6.310148,6.2639995,EM
11379,EM,2012-09-23,6.310148,6.267736,EM
11380,EM,2012-09-24,6.310148,6.2698884,EM
11381,EM,2012-09-25,6.310148,6.273202,EM
11382,EM,2012-09-26,6.310148,6.278061,EM
11383,EM,2012-09-27,6.310148,6.2842293,EM
11384,EM,2012-09-28,6.310148,6.293058,EM
11385,EM,2012-09-29,6.310148,6.3013153,EM
11386,EM,2012-09-30,6.310148,6.311532,EM
11387,EM,2012-10-01,6.5904613,6.321486,EM
11388,EM,2012-10-02,6.5904613,6.333052,EM
11389,EM,2012-10-03,6.5904613,6.345363,EM
11390,EM,2012-10-04,6.5904613,6.359412,EM
11391,EM,2012-10-05,6.5904613,6.3719883,EM
11392,EM,2012-10-06,6.5904613,6.383186,EM
11393,EM,2012-10-07,6.5904613,6.39724,EM
11394,EM,2012-10-08,6.5904613,6.4112935,EM
11395,EM,2012-10-09,6.5904613,6.426214,EM
11396,EM,2012-10-10,6.5904613,6.440136,EM
11397,EM,2012-10-11,6.5904613,6.453617,EM
11398,EM,2012-10-12,6.5904613,6.4659247,EM
11399,EM,2012-10-13,6.5904613,6.476457,EM
11400,EM,2012-10-14,6.5904613,6.4883394,EM
11401,EM,2012-10-15,6.5904613,6.499552,EM
11402,EM,2012-10-16,6.5904613,6.5120935,EM
11403,EM,2012-10-17,6.5904613,6.5230165,EM
11404,EM,2012-10-18,6.5904613,6.53233,EM
11405,EM,2012-10-19,6.5904613,6.5423465,EM
11406,EM,2012-10-20,6.5904613,6.5512257,EM
11407,EM,2012-10-21,6.5904613,6.5594926,EM
11408,EM,2012-10-22,6.5904613,6.570614,EM
11409,EM,2012-10-23,6.5904613,6.583689,EM
11410,EM,2012-10-24,6.5904613,6.601872,EM
11411,EM,2012-10-25,6.5904613,6.616015,EM
11412,EM,2012-10-26,6.5904613,6.6280894,EM
11413,EM,2012-10-27,6.5904613,6.6394806,EM
11414,EM,2012-10-28,6.5904613,6.6487627,EM
11415,EM,2012-10-29,6.5904613,6.6591997,EM
11416,EM,2012-10-30,6.5904613,6.6702228,EM
11417,EM,2012-10-31,6.5904613,6.6790967,EM
11418,EM,2012-11-01,6.6790576,6.6896257,EM
11419,EM,2012-11-02,6.6790576,6.6990824,EM
11420,EM,2012-11-03,6.6790576,6.70921,EM
11421,EM,2012-11-04,6.6790576,6.7204957,EM
11422,EM,2012-11-05,6.6790576,6.7330976,EM
11423,EM,2012-11-06,6.6790576,6.7445555,EM
11424,EM,2012-11-07,6.6790576,6.7578053,EM
11425,EM,2012-11-08,6.6790576,6.771899,EM
11426,EM,2012-11-09,6.6790576,6.7858796,EM
11427,EM,2012-11-10,6.6790576,6.800093,EM
11428,EM,2012-11-11,6.6790576,6.815103,EM
11429,EM,2012-11-12,6.6790576,6.8316503,EM
11430,EM,2012-11-13,6.6790576,6.849307,EM
11431,EM,2012-11-14,6.6790576,6.865617,EM
11432,EM,2012-11-15,6.6790576,6.880551,EM
11433,EM,2012-11-16,6.6790576,6.8957033,EM
11434,EM,2012-11-17,6.6790576,6.9089603,EM
11435,EM,2012-11-18,6.6790576,6.9216413,EM
11436,EM,2012-11-19,6.6790576,6.9340916,EM
11437,EM,2012-11-20,6.6790576,6.9472337,EM
11438,EM,2012-11-21,6.6790576,6.961367,EM
11439,EM,2012-11-22,6.6790576,6.9732375,EM
11440,EM,2012-11-23,6.6790576,6.9771194,EM
11441,EM,2012-11-24,6.6790576,6.9848375,EM
11442,EM,2012-11-25,6.6790576,6.992124,EM
11443,EM,2012-11-26,6.6790576,7.0008674,EM
11444,EM,2012-11-27,6.6790576,7.0090327,EM
11445,EM,2012-11-28,6.6790576,7.0142164,EM
11446,EM,2012-11-29,6.6790576,7.018503,EM
11447,EM,2012-11-30,6.6790576,7.0224485,EM
11448,EM,2012-12-01,6.6513996,7.0246882,EM
11449,EM,2012-12-02,6.6513996,7.026004,EM
11450,EM,2012-12-03,6.6513996,7.0267205,EM
11451,EM,2012-12-04,6.6513996,7.0281982,EM
11452,EM,2012-12-05,6.6513996,7.0295887,EM
11453,EM,2012-12-06,6.6513996,7.034038,EM
11454,EM,2012-12-07,6.6513996,7.036206,EM
11455,EM,2012-12-08,6.6513996,7.0389023,EM
11456,EM,2012-12-09,6.6513996,7.0436463,EM
11457,EM,2012-12-10,6.6513996,7.0487757,EM
11458,EM,2012-12-11,6.6513996,7.0538154,EM
11459,EM,2012-12-12,6.6513996,7.0556827,EM
11460,EM,2012-12-13,6.6513996,7.0564,EM
11461,EM,2012-12-14,6.6513996,7.056959,EM
11462,EM,2012-12-15,6.6513996,7.0595407,EM
11463,EM,2012-12-16,6.6513996,7.0632205,EM
11464,EM,2012-12-17,6.6513996,7.0692644,EM
11465,EM,2012-12-18,6.6513996,7.077797,EM
11466,EM,2012-12-19,6.6513996,7.087909,EM
11467,EM,2012-12-20,6.6513996,7.0975027,EM
11468,EM,2012-12-21,6.6513996,7.10236,EM
11469,EM,2012-12-22,6.6513996,7.10779,EM
11470,EM,2012-12-23,6.6513996,7.1154294,EM
11471,EM,2012-12-24,6.6513996,7.1218624,EM
11472,EM,2012-12-25,6.6513996,7.1300745,EM
11473,EM,2012-12-26,6.6513996,7.137376,EM
11474,EM,2012-12-27,6.6513996,7.145783,EM
11475,EM,2012-12-28,6.6513996,7.155903,EM
11476,EM,2012-12-29,6.6513996,7.166191,EM
11477,EM,2012-12-30,6.6513996,7.1813955,EM
11478,EM,2012-12-31,6.6513996,7.1918893,EM
11479,EM,2013-01-01,6.868917,7.20607,EM
11480,EM,2013-01-02,6.868917,7.2218943,EM
11481,EM,2013-01-03,6.868917,7.236746,EM
11482,EM,2013-01-04,6.868917,7.2511377,EM
11483,EM,2013-01-05,6.868917,7.2599373,EM
11484,EM,2013-01-06,6.868917,7.2695475,EM
11485,EM,2013-01-07,6.868917,7.2785544,EM
11486,EM,2013-01-08,6.868917,7.2874346,EM
11487,EM,2013-01-09,6.868917,7.2966747,EM
11488,EM,2013-01-10,6.868917,7.306757,EM
11489,EM,2013-01-11,6.868917,7.319158,EM
11490,EM,2013-01-12,6.868917,7.3317366,EM
11491,EM,2013-01-13,6.868917,7.345324,EM
11492,EM,2013-01-14,6.868917,7.3575096,EM
11493,EM,2013-01-15,6.868917,7.372809,EM
11494,EM,2013-01-16,6.868917,7.3889184,EM
11495,EM,2013-01-17,6.868917,7.402961,EM
11496,EM,2013-01-18,6.868917,7.4136853,EM
11497,EM,2013-01-19,6.868917,7.4248815,EM
11498,EM,2013-01-20,6.868917,7.4390526,EM
11499,EM,2013-01-21,6.868917,7.4528522,EM
11500,EM,2013-01-22,6.868917,7.4696126,EM
11501,EM,2013-01-23,6.868917,7.4863105,EM
11502,EM,2013-01-24,6.868917,7.5022407,EM
11503,EM,2013-01-25,6.868917,7.515628,EM
11504,EM,2013-01-26,6.868917,7.528541,EM
11505,EM,2013-01-27,6.868917,7.541207,EM
11506,EM,2013-01-28,6.868917,7.55295,EM
11507,EM,2013-01-29,6.868917,7.562093,EM
11508,EM,2013-01-30,6.868917,7.574754,EM
11509,EM,2013-01-31,6.868917,7.5853853,EM
11510,EM,2013-02-01,7.252318,7.5955434,EM
11511,EM,2013-02-02,7.252318,7.608646,EM
11512,EM,2013-02-03,7.252318,7.620767,EM
11513,EM,2013-02-04,7.252318,7.6361995,EM
11514,EM,2013-02-05,7.252318,7.652565,EM
11515,EM,2013-02-06,7.252318,7.6654935,EM
11516,EM,2013-02-07,7.252318,7.677977,EM
11517,EM,2013-02-08,7.252318,7.6878276,EM
11518,EM,2013-02-09,7.252318,7.695137,EM
11519,EM,2013-02-10,7.252318,7.703791,EM
11520,EM,2013-02-11,7.252318,7.7120347,EM
11521,EM,2013-02-12,7.252318,7.719671,EM
11522,EM,2013-02-13,7.252318,7.7284555,EM
11523,EM,2013-02-14,7.252318,7.7321854,EM
11524,EM,2013-02-15,7.252318,7.7359285,EM
11525,EM,2013-02-16,7.252318,7.740015,EM
11526,EM,2013-02-17,7.252318,7.746265,EM
11527,EM,2013-02-18,7.252318,7.7522955,EM
11528,EM,2013-02-19,7.252318,7.758985,EM
11529,EM,2013-02-20,7.252318,7.7667985,EM
11530,EM,2013-02-21,7.252318,7.772839,EM
11531,EM,2013-02-22,7.252318,7.7810497,EM
11532,EM,2013-02-23,7.252318,7.790221,EM
11533,EM,2013-02-24,7.252318,7.801844,EM
11534,EM,2013-02-25,7.252318,7.8135004,EM
11535,EM,2013-02-26,7.252318,7.8256936,EM
11536,EM,2013-02-27,7.252318,7.837569,EM
11537,EM,2013-02-28,7.252318,7.8481483,EM
11538,EM,2013-03-01,7.400806,7.856766,EM
11539,EM,2013-03-02,7.400806,7.864591,EM
11540,EM,2013-03-03,7.400806,7.8711987,EM
11541,EM,2013-03-04,7.400806,7.8752255,EM
11542,EM,2013-03-05,7.400806,7.8791976,EM
11543,EM,2013-03-06,7.400806,7.8809705,EM
11544,EM,2013-03-07,7.400806,7.881797,EM
11545,EM,2013-03-08,7.400806,7.8857203,EM
11546,EM,2013-03-09,7.400806,7.8885365,EM
11547,EM,2013-03-10,7.400806,7.8921113,EM
11548,EM,2013-03-11,7.400806,7.8962646,EM
11549,EM,2013-03-12,7.400806,7.9015512,EM
11550,EM,2013-03-13,7.400806,7.9047337,EM
11551,EM,2013-03-14,7.400806,7.909564,EM
11552,EM,2013-03-15,7.400806,7.9131446,EM
11553,EM,2013-03-16,7.400806,7.9178553,EM
11554,EM,2013-03-17,7.400806,7.921777,EM
11555,EM,2013-03-18,7.400806,7.924245,EM
11556,EM,2013-03-19,7.400806,7.927262,EM
11557,EM,2013-03-20,7.400806,7.927095,EM
11558,EM,2013-03-21,7.400806,7.9264045,EM
11559,EM,2013-03-22,7.400806,7.9249544,EM
11560,EM,2013-03-23,7.400806,7.921427,EM
11561,EM,2013-03-24,7.400806,7.916642,EM
11562,EM,2013-03-25,7.400806,7.9110956,EM
